Date,Open,High,Low,Close,Volume,RSI14,Tenkan,Kijun,SenkouA,SenkouB
2025-07-14,209.925,210.91,207.54,208.62,38840111,,,,,
2025-07-15,209.22,211.89,208.92,209.11,42296339,,,,,
2025-07-16,210.295,212.4,208.64,210.16,47490532,,,,,
2025-07-17,210.57,211.8,209.59,210.02,48068141,,,,,
2025-07-18,210.87,211.79,209.7045,211.18,48974591,,,,,
2025-07-21,212.1,215.78,211.63,212.48,51377434,,,,,
2025-07-22,213.14,214.95,212.2301,214.4,46404072,,,,,
2025-07-23,215.0,215.15,212.41,214.15,46989301,,,,,
2025-07-24,213.9,215.69,213.53,213.76,46022620,,211.66,,,
2025-07-25,214.7,215.24,213.4,213.88,40268781,,212.20999999999998,,,
2025-07-28,214.03,214.845,213.06,214.05,37858017,,212.20999999999998,,,
2025-07-29,214.175,214.81,210.82,211.27,51411723,,212.685,,,
2025-07-30,211.895,212.39,207.72,209.05,45512514,,211.75,,,
2025-07-31,208.49,209.84,207.16,207.57,80698431,,211.47,,,
2025-08-01,210.865,213.58,201.5,202.38,104434473,33.16278763892275,208.595,,,
2025-08-04,204.505,207.88,201.675,203.35,75109298,37.09637460149284,208.595,,,
2025-08-05,203.4,205.34,202.16,202.92,44155079,36.082581268359476,208.595,,,
2025-08-06,205.63,215.38,205.59,213.25,108483103,62.55623994887497,208.44,,,
2025-08-07,218.875,220.85,216.58,220.03,90224834,71.03575485027226,211.175,,,
2025-08-08,220.83,231.0,219.25,229.35,113853967,78.30791900197123,216.25,,,
2025-08-11,227.92,229.56,224.76,227.18,61806132,73.67002537944346,216.25,,,
2025-08-12,228.005,230.8,227.07,229.65,55672301,75.4521974159538,216.25,,,
2025-08-13,231.07,235.0,230.43,233.33,69878546,77.85695886028276,218.25,,,
2025-08-14,234.055,235.12,230.85,232.78,51916275,76.64841583655424,218.3975,,,
2025-08-15,234.0,234.28,229.335,231.59,56038657,73.97290740755085,218.64,,,
2025-08-18,231.7,233.12,230.11,230.89,37476188,72.37256516795455,220.35500000000002,218.31,,
2025-08-19,231.275,232.87,229.35,230.56,39402564,71.58629705852789,225.85000000000002,218.31,,
2025-08-20,229.98,230.47,225.77,226.01,42263865,61.64236539806555,227.185,218.31,,
2025-08-21,226.27,226.52,223.7804,224.9,30621249,59.471979821682055,229.4502,218.31,,
2025-08-22,226.17,229.09,225.41,227.76,42477811,63.07907733010184,229.4502,218.31,,
2025-08-25,226.48,229.3,226.23,227.16,30983133,61.83567549544372,229.4502,218.31,,
2025-08-26,226.87,229.49,224.69,229.31,54575107,64.53351559737776,229.4502,218.31,,
2025-08-27,228.61,230.9,228.26,230.49,31259513,65.95593688670351,229.03019999999998,218.31,,
2025-08-28,230.82,233.41,229.335,232.56,38074700,68.3536989214736,228.59519999999998,218.31,,
2025-08-29,232.51,233.38,231.37,232.14,39418437,67.31770402479768,228.59519999999998,218.31,,
2025-09-02,229.25,230.85,226.97,229.72,44075638,61.5308896901428,228.59519999999998,218.31,,
2025-09-03,237.21,238.85,234.36,238.47,66427835,71.17824120678375,231.3152,220.175,,
2025-09-04,238.45,239.8999,236.74,239.78,47549429,72.29832352038719,232.29495,220.69995,,
2025-09-05,239.995,241.32,238.4901,239.69,54870397,72.09103910885466,233.005,221.41,,
2025-09-08,239.3,240.15,236.34,237.88,48999495,67.87623943382461,233.005,221.41,,
2025-09-09,237.0,238.7805,233.36,234.35,66313918,60.452986979247626,234.14499999999998,221.4975,,
2025-09-10,232.185,232.42,225.95,226.79,83440810,48.276007432838846,233.635,221.74,,
2025-09-11,226.875,230.45,226.65,230.03,50208578,52.67562194163251,233.635,223.45499999999998,,
2025-09-12,229.22,234.51,229.02,234.07,55824216,57.52691419385425,233.635,228.95,,
2025-09-15,237.0,238.19,235.03,236.7,42699524,60.37468061956619,233.635,230.285,,
2025-09-16,237.175,241.22,236.3235,238.15,63421099,61.89175352853273,233.635,232.5502,,
2025-09-17,238.97,240.1,237.7301,238.99,46508017,62.78074445181985,233.635,232.5502,,
2025-09-18,239.97,241.2,236.65,237.88,44249576,60.76354050871408,233.58499999999998,232.5502,,
2025-09-19,241.225,246.3,240.2106,245.5,163741314,68.29484075813039,236.125,235.0402,,
2025-09-22,248.3,256.64,248.12,256.08,105517416,75.36523908598616,241.295,240.2102,,
2025-09-23,255.875,257.34,253.58,254.43,60275187,72.64442303247375,241.995,240.56019999999998,,
2025-09-24,255.22,255.74,251.04,252.31,42303710,69.18823810744537,243.18,240.56019999999998,219.3325,
2025-09-25,253.205,257.17,251.712,256.87,55202075,72.24682632591552,246.185,240.56019999999998,222.08,
2025-09-26,254.095,257.6,253.78,255.46,46076258,69.93508859688984,246.96175,240.6902,222.7475,
2025-09-29,254.56,255.0,253.01,254.43,40127687,68.21788868924348,247.125,241.145,223.8801,
2025-09-30,254.855,255.919,253.11,254.63,37704259,68.38024221341966,247.125,241.145,223.8801,
2025-10-01,255.04,258.79,254.93,255.45,48713940,69.07770216420835,249.5003,241.74,223.8801,
2025-10-02,256.575,258.18,254.15,257.13,42630239,70.51277754761492,253.455,242.37,223.8801,
2025-10-03,254.665,259.24,253.95,258.02,49155614,71.27337176331632,255.14,242.595,223.6701,
2025-10-06,257.99,259.07,255.05,256.69,44664118,68.43264918740661,255.14,242.595,223.4526,
2025-10-07,256.805,257.4,255.43,256.48,31955776,67.97198567732048,255.476,242.595,223.4526,
2025-10-08,256.52,258.52,256.11,258.06,36496895,69.62855057147178,256.125,242.595,223.4526,
2025-10-09,257.805,258.0,253.14,254.04,38322012,60.9856460058463,256.125,242.595,225.7451,
2025-10-10,254.94,256.38,244.0,245.27,61999098,47.216073562248106,251.62,242.595,226.49745000000001,
2025-10-13,249.38,249.69,245.56,247.66,38142942,50.49636838045109,251.62,242.595,227.20749999999998,
2025-10-14,246.6,248.845,244.7,247.77,35477986,50.648385331877364,251.62,242.595,227.20749999999998,
2025-10-15,249.485,251.82,247.47,249.34,33893611,52.87281221069367,251.62,242.595,227.82125,
2025-10-16,248.25,249.04,245.13,247.45,39776974,49.95382399069871,251.535,242.945,227.6875,
2025-10-17,248.02,253.38,247.27,252.29,49146961,56.56670820223029,251.26,244.13,228.545,
2025-10-20,255.885,264.375,255.63,262.24,90483029,66.39689605785657,254.1875,249.7025,231.2925,
2025-10-21,261.88,265.29,261.83,262.77,46695948,66.82757512440566,254.645,250.80675000000002,231.95999999999998,
2025-10-22,262.65,262.85,255.43,258.45,45015254,60.06952895115238,254.645,250.97000000000003,233.0926,
2025-10-23,259.94,260.62,258.0101,259.58,32754941,61.1755171958581,254.995,250.97000000000003,233.0926,
2025-10-24,261.19,264.13,259.18,262.82,38253717,64.23440003024234,254.995,252.7503,233.06759999999997,
2025-10-27,264.88,269.12,264.6501,268.81,44888152,69.08401004995876,257.125,256.56,235.5826,
